EXP;LAB;Animal_id;Cage_id;Litter_id;Batch_id;Group_Exp;Group;Recommend_exclusion;Entries_OpenArms;Entries_ClosedArms;Entries_Total;Perc_Entries_OpenArms;Perc_Entries_ClosedArms;Ratio_Entries_OpenArms;Time_OpenArms;Time_ClosedArms;Time_CentralArea;Perc_Time_OpenArms_total;Ratio_Time_OpenArms_total;Perc_Time_OpenArms_arms;Perc_Time_OpenArms_mixed;Perc_Time_ClosedArms_total;Perc_Time_ClosedArms_arms;Perc_Time_CentralArea_total;HeadDipping_Unprotected;HeadDipping_TotalTime;StretchAttend_Protected;Stretching_Total;Rearing;Grooming;Peeping_out;End_arm_exploration_count;Weight_dif;Tries_OpenArms;Tries_ClosedArms;Tries_Total;Distance;FST_Mobility_time;FST_Immobility_time;TST_Mobility_time;TST_Immobility_time;OR_Training_Object1;OR_Training_Object2;OR_Training_DiscriminationRatio;OR_Test_Old;OR_Test_New;OR_Test_DiscriminationRatio
EPM21;LAB24;4,2;CX4;;A;Control;Group1;No;19;15;;55,88235294;;;49,9823;151,915;;16,66076667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;6,1;CX6;;A;Control;Group1;No;7;23;;23,33333333;;;25,7252;201,597;;8,575066667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;6,2;CX6;;A;Control;Group1;No;15;14;;51,72413793;;;67,5328;154,184;;22,51093333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;7,1;CX7;;A;Control;Group1;No;6;23;;20,68965517;;;19,3189;177,307;;6,439633333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;7,2;CX7;;A;Control;Group1;No;13;14;;48,14814815;;;97,5622;147,111;;32,52073333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;8,1;CX8;;A;Control;Group1;No;13;11;;54,16666667;;;44,4769;140,571;;14,82563333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;8,2;CX8;;A;Control;Group1;No;18;15;;54,54545455;;;108,573;126,39;;36,191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;10,1;CX10;;A;Treated;Group2;No;5;18;;21,73913043;;;20,0863;231,26;;6,695433333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;11,1;CX11;;A;Treated;Group2;No;18;15;;54,54545455;;;83,9489;138,969;;27,98296667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;14,1;CX14;;A;Treated;Group2;No;17;20;;45,94594595;;;57,4563;137,535;;19,1521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;16,1;CX16;;A;Treated;Group2;No;11;17;;39,28571429;;;64,1962;175,372;;21,39873333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;17,1;CX17;;A;Treated;Group2;No;19;13;;59,375;;;146,543;110,074;;48,84766667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;2,1;CX2;;A;Treated;Group2;No;29;32;;47,54098361;;;92,8576;111,142;;30,95253333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;20,1;CX20;;A;Treated;Group2;No;22;7;;75,86206897;;;152,549;36,8361;;50,84966667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;3,1;CX3;;A;Treated;Group2;No;14;21;;40;;;99,7643;126,557;;33,25476667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;5,1;CX5;;A;Treated;Group2;No;21;14;;60;;;67,3326;135,933;;22,4442;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;9,1;CX9;;A;Treated;Group2;No;20;13;;60,60606061;;;101,599;135,7;;33,86633333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;10,2;CX10;;A;Treated (secondary/stress);;No;5;18;;21,73913043;;;61,994;125,289;;20,66466667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;11,2;CX11;;A;Treated (secondary/stress);;No;8;16;;33,33333333;;;50,6162;184,414;;16,87206667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;14,2;CX14;;A;Treated (secondary/stress);;No;12;6;;66,66666667;;;131,062;101,9;;43,68733333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;16,2;CX16;;A;Treated (secondary/stress);;No;13;11;;54,16666667;;;83,2482;147,911;;27,7494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;17,2;CX17;;A;Treated (secondary/stress);;No;11;12;;47,82608696;;;65,1304;171,234;;21,71013333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;2,2;CX2;;A;Treated (secondary/stress);;No;23;16;;58,97435897;;;80,8792;144,141;;26,95973333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;20,2;CX20;;A;Treated (secondary/stress);;No;17;5;;77,27272727;;;95,4601;131,362;;31,82003333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;3,2;CX3;;A;Treated (secondary/stress);;No;25;19;;56,81818182;;;53,6525;142,006;;17,88416667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;5,2;CX5;;A;Treated (secondary/stress);;No;21;18;;53,84615385;;;99,0303;121,285;;33,0101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB24;9,2;CX9;;A;Treated (secondary/stress);;No;18;15;;54,54545455;;;73,1716;158,889;;24,39053333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR 09;;A;Control;Group1;No;25;16;;60,97560976;;;114,9;129,9;0,8;38,3;;;;;;0,266666667;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR 09;;A;Control;Group1;No;27;30;;47,36842105;;;113,4;127,2;0;37,8;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR 13;;A;Control;Group1;No;27;20;;57,44680851;;;136,1;113,5;0;45,36666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR 13;;A;Control;Group1;No;15;24;;38,46153846;;;85,7;162,1;0,6;28,56666667;;;;;;0,2;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR 17;;A;Control;Group1;No;19;23;;45,23809524;;;76,2;154,5;0;25,4;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR 17;;A;Control;Group1;No;8;9;;47,05882353;;;67,4;197,4;1,2;22,46666667;;;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR 18;;A;Control;Group1;No;33;18;;64,70588235;;;112,3;112,9;0;37,43333333;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR 18;;A;Control;Group1;No;31;27;;53,44827586;;;126;101,4;0;42;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR 20;;A;Control;Group1;No;29;24;;54,71698113;;;83,6;123,2;0;27,86666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR 20;;A;Control;Group1;No;36;29;;55,38461538;;;154,7;97,6;0;51,56666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR01;;A;Control;Group1;No;24;19;;55,81395349;;;127,5;130,9;0;42,5;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR01;;A;Control;Group1;No;26;21;;55,31914894;;;134,1;102,9;1,6;44,7;;;;;;0,533333333;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR02;;A;Control;Group1;No;27;30;;47,36842105;;;52,4;177,7;0;17,46666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR02;;A;Control;Group1;No;24;22;;52,17391304;;;89,1;145,7;0;29,7;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR05;;A;Control;Group1;No;33;31;;51,5625;;;129,7;116,2;0;43,23333333;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR05;;A;Control;Group1;No;33;28;;54,09836066;;;148,7;96,8;0;49,56666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR07;;A;Control;Group1;No;30;19;;61,2244898;;;133,9;108,5;0;44,63333333;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR07;;A;Control;Group1;No;14;19;;42,42424242;;;39,2;220,6;0;13,06666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR16;;A;Control;Group1;No;28;21;;57,14285714;;;133,2;87,3;0;44,4;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR16;;A;Control;Group1;No;35;32;;52,23880597;;;156,7;94,5;0,9;52,23333333;;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR 03;;A;Treated;Group2;No;24;16;;60;;;141,2;111,5;0;47,06666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR 04;;A;Treated;Group2;No;24;25;;48,97959184;;;67,3;166,8;0;22,43333333;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR 08;;A;Treated;Group2;No;22;18;;55;;;101,3;124,3;0;33,76666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR 12;;A;Treated;Group2;No;10;16;;38,46153846;;;57;190,7;0;19;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR 15;;A;Treated;Group2;No;24;22;;52,17391304;;;82,1;149,2;1;27,36666667;;;;;;0,333333333;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR06;;A;Treated;Group2;No;31;21;;59,61538462;;;131,4;116,3;0;43,8;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR10;;A;Treated;Group2;No;19;30;;38,7755102;;;81,7;148,2;0,6;27,23333333;;;;;;0,2;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR11;;A;Treated;Group2;No;28;24;;53,84615385;;;102,1;147,3;0;34,03333333;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR14;;A;Treated;Group2;No;21;24;;46,66666667;;;77;148,5;0;25,66666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;2;PAR19;;A;Treated;Group2;No;19;20;;48,71794872;;;75,8;168,7;0;25,26666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR 03;;A;Treated (secondary/stress);;No;25;22;;53,19148936;;;93,6;146,7;2,3;31,2;;;;;;0,766666667;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR 04;;A;Treated (secondary/stress);;No;26;27;;49,05660377;;;101,1;142,7;0;0;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR 08;;A;Treated (secondary/stress);;No;23;17;;57,5;;;78,8;168,3;3,1;26,26666667;;;;;;1,033333333;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR 12;;A;Treated (secondary/stress);;No;13;8;;61,9047619;;;79,4;174,1;0;26,46666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR 15;;A;Treated (secondary/stress);;No;21;14;;60;;;145;90,8;0;48,33333333;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR06;;A;Treated (secondary/stress);;No;27;15;;64,28571429;;;152,5;78;0;50,83333333;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR10;;A;Treated (secondary/stress);;No;22;22;;50;;;68,8;165,9;0;22,93333333;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR11;;A;Treated (secondary/stress);;No;17;17;;50;;;90;180,7;0;30;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR14;;A;Treated (secondary/stress);;No;29;21;;58;;;160,6;92;0;53,53333333;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM21;LAB80;1;PAR19;;A;Treated (secondary/stress);;No;17;19;;47,22222222;;;99,5;134,8;0;33,16666667;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;
EPM25;LAB25;2;1;;A;Control;Group1;No;0;2;;0;;;0;;;0;;;;;;;0;;7;;10;;;;;;;;;;;;;;;;;;
EPM25;LAB25;3;1;;A;Control;Group1;No;3;6;;33,33333333;;;24;;;8;;;;;;;4;;4;;9;;;;;;;;;;;;;;;;;;
EPM25;LAB25;4;1;;A;Control;Group1;No;6;5;;54,54545455;;;95;;;31,66666667;;;;;;;14;;4;;6;;;;;;;;;;;;;;;;;;
EPM25;LAB25;3;2;;A;Control;Group1;No;9;5;;64,28571429;;;129;;;43;;;;;;;11;;4;;3;;;;;;;;;;;;;;;;;;
EPM25;LAB25;4;2;;A;Control;Group1;No;5;4;;55,55555556;;;132;;;44;;;;;;;7;;4;;3;;;;;;;;;;;;;;;;;;
EPM25;LAB25;1;3;;A;Control;Group1;No;5;6;;45,45454545;;;100;;;33,33333333;;;;;;;9;;6;;9;;;;;;;;;;;;;;;;;;
EPM25;LAB25;4;3;;A;Control;Group1;No;1;7;;12,5;;;7;;;2,333333333;;;;;;;1;;9;;5;;;;;;;;;;;;;;;;;;
EPM25;LAB25;5;3;;A;Control;Group1;No;5;5;;50;;;113;;;37,66666667;;;;;;;6;;7;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB25;1;4;;A;Control;Group1;No;1;4;;20;;;15;;;5;;;;;;;3;;6;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB25;3;4;;A;Control;Group1;No;5;4;;55,55555556;;;70;;;23,33333333;;;;;;;5;;5;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB25;1;1';;B;Control;Group1;No;7;4;;63,63636364;;;178;;;59,33333333;;;;;;;5;;2;;6;;;;;;;;;;;;;;;;;;
EPM25;LAB25;3;1';;B;Control;Group1;No;6;7;;46,15384615;;;79;;;26,33333333;;;;;;;3;;5;;6;;;;;;;;;;;;;;;;;;
EPM25;LAB25;2;2';;B;Control;Group1;No;6;3;;66,66666667;;;197;;;65,66666667;;;;;;;9;;3;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB25;4;2';;B;Control;Group1;No;7;2;;77,77777778;;;148;;;49,33333333;;;;;;;5;;5;;2;;;;;;;;;;;;;;;;;;
EPM25;LAB25;1;3';;B;Control;Group1;No;3;7;;30;;;36;;;12;;;;;;;4;;4;;11;;;;;;;;;;;;;;;;;;
EPM25;LAB25;4;3';;B;Control;Group1;No;7;8;;46,66666667;;;112;;;37,33333333;;;;;;;5;;6;;9;;;;;;;;;;;;;;;;;;
EPM25;LAB25;1;4';;B;Control;Group1;No;3;7;;30;;;16;;;5,333333333;;;;;;;2;;10;;9;;;;;;;;;;;;;;;;;;
EPM25;LAB25;2;4';;B;Control;Group1;No;7;9;;43,75;;;68;;;22,66666667;;;;;;;4;;5;;8;;;;;;;;;;;;;;;;;;
EPM25;LAB25;1;5';;B;Control;Group1;No;3;3;;50;;;40;;;13,33333333;;;;;;;3;;3;;9;;;;;;;;;;;;;;;;;;
EPM25;LAB25;3;5';;B;Control;Group1;No;5;11;;31,25;;;62;;;20,66666667;;;;;;;1;;6;;7;;;;;;;;;;;;;;;;;;
EPM25;LAB25;3;6';;B;Control;Group1;No;2;5;;28,57142857;;;24;;;8;;;;;;;1;;8;;14;;;;;;;;;;;;;;;;;;
EPM25;LAB25;1;1;;A;Treated;Group2;No;0;6;;0;;;0;;;0;;;;;;;0;;7;;11;;;;;;;;;;;;;;;;;;
EPM25;LAB25;5;1;;A;Treated;Group2;No;8;4;;66,66666667;;;203;;;67,66666667;;;;;;;13;;2;;3;;;;;;;;;;;;;;;;;;
EPM25;LAB25;1;2;;A;Treated;Group2;No;5;6;;45,45454545;;;57;;;19;;;;;;;5;;5;;8;;;;;;;;;;;;;;;;;;
EPM25;LAB25;2;2;;A;Treated;Group2;No;9;2;;81,81818182;;;246;;;82;;;;;;;16;;0;;2;;;;;;;;;;;;;;;;;;
EPM25;LAB25;5;2;;A;Treated;Group2;No;1;6;;14,28571429;;;4;;;1,333333333;;;;;;;1;;7;;8;;;;;;;;;;;;;;;;;;
EPM25;LAB25;2;3;;A;Treated;Group2;No;0;4;;0;;;0;;;0;;;;;;;0;;7;;9;;;;;;;;;;;;;;;;;;
EPM25;LAB25;3;3;;A;Treated;Group2;No;0;2;;0;;;0;;;0;;;;;;;0;;4;;8;;;;;;;;;;;;;;;;;;
EPM25;LAB25;2;4;;A;Treated;Group2;No;2;5;;28,57142857;;;16;;;5,333333333;;;;;;;1;;6;;3;;;;;;;;;;;;;;;;;;
EPM25;LAB25;4;4;;A;Treated;Group2;No;8;3;;72,72727273;;;183;;;61;;;;;;;12;;3;;6;;;;;;;;;;;;;;;;;;
EPM25;LAB25;5;4;;A;Treated;Group2;No;2;4;;33,33333333;;;25;;;8,333333333;;;;;;;1;;9;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB25;2;1';;B;Treated;Group2;No;6;6;;50;;;95;;;31,66666667;;;;;;;3;;5;;6;;;;;;;;;;;;;;;;;;
EPM25;LAB25;4;1';;B;Treated;Group2;No;5;8;;38,46153846;;;70;;;23,33333333;;;;;;;4;;6;;8;;;;;;;;;;;;;;;;;;
EPM25;LAB25;1;2';;B;Treated;Group2;No;3;5;;37,5;;;80;;;26,66666667;;;;;;;5;;3;;8;;;;;;;;;;;;;;;;;;
EPM25;LAB25;3;2';;B;Treated;Group2;No;4;7;;36,36363636;;;77;;;25,66666667;;;;;;;4;;5;;10;;;;;;;;;;;;;;;;;;
EPM25;LAB25;2;3';;B;Treated;Group2;No;7;5;;58,33333333;;;125;;;41,66666667;;;;;;;9;;4;;12;;;;;;;;;;;;;;;;;;
EPM25;LAB25;3;3';;B;Treated;Group2;No;7;10;;41,17647059;;;88;;;29,33333333;;;;;;;7;;4;;9;;;;;;;;;;;;;;;;;;
EPM25;LAB25;3;4';;B;Treated;Group2;No;4;9;;30,76923077;;;44;;;14,66666667;;;;;;;4;;7;;7;;;;;;;;;;;;;;;;;;
EPM25;LAB25;4;4';;B;Treated;Group2;No;3;7;;30;;;11;;;3,666666667;;;;;;;1;;9;;7;;;;;;;;;;;;;;;;;;
EPM25;LAB25;2;5';;B;Treated;Group2;No;6;6;;50;;;92;;;30,66666667;;;;;;;2;;7;;2;;;;;;;;;;;;;;;;;;
EPM25;LAB25;1;6';;B;Treated;Group2;No;4;7;;36,36363636;;;65;;;21,66666667;;;;;;;1;;4;;6;;;;;;;;;;;;;;;;;;
EPM25;LAB25;2;6';;B;Treated;Group2;No;3;6;;33,33333333;;;74;;;24,66666667;;;;;;;2;;5;;9;;;;;;;;;;;;;;;;;;
EPM25;LAB62;2;203;;A;Control;Group1;No;2;8;;20;;;28;;;9,333333333;;;;;;;6;;6;;8;;;;;;;;;;;;;;;;;;
EPM25;LAB62;1;204;;A;Control;Group1;No;0;9;;0;;;0;;;0;;;;;;;2;;3;;2;;;;;;;;;;;;;;;;;;
EPM25;LAB62;2;204;;A;Control;Group1;No;3;6;;33,33333333;;;116;;;38,66666667;;;;;;;5;;3;;;;;;;;;;;;;;;;;;;;
EPM25;LAB62;2;205;;A;Control;Group1;No;1;9;;10;;;33;;;11;;;;;;;5;;1;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB62;3;205;;A;Control;Group1;No;4;8;;33,33333333;;;58;;;19,33333333;;;;;;;5;;2;;3;;;;;;;;;;;;;;;;;;
EPM25;LAB62;2;249;;B;Control;Group1;No;3;6;;33,33333333;;;140;;;46,66666667;;;;;;;6;;1;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB62;3;249;;B;Control;Group1;No;3;9;;25;;;61;;;20,33333333;;;;;;;7;;3;;2;;;;;;;;;;;;;;;;;;
EPM25;LAB62;4;249;;B;Control;Group1;No;3;13;;18,75;;;89;;;29,66666667;;;;;;;2;;3;;6;;;;;;;;;;;;;;;;;;
EPM25;LAB62;1;255;;C;Control;Group1;No;2;7;;22,22222222;;;73;;;24,33333333;;;;;;;6;;1;;0;;;;;;;;;;;;;;;;;;
EPM25;LAB62;4;255;;C;Control;Group1;No;7;6;;53,84615385;;;72;;;24;;;;;;;7;;6;;3;;;;;;;;;;;;;;;;;;
EPM25;LAB62;2;256;;C;Control;Group1;No;1;5;;16,66666667;;;13;;;4,333333333;;;;;;;1;;4;;2;;;;;;;;;;;;;;;;;;
EPM25;LAB62;1;257;;C;Control;Group1;No;3;8;;27,27272727;;;39;;;13;;;;;;;7;;3;;5;;;;;;;;;;;;;;;;;;
EPM25;LAB62;2;257;;C;Control;Group1;No;3;7;;30;;;75;;;25;;;;;;;6;;5;;2;;;;;;;;;;;;;;;;;;
EPM25;LAB62;1;203;;A;Treated;Group2;No;0;9;;0;;;0;;;0;;;;;;;7;;9;;;;;;;;;;;;;;;;;;;;
EPM25;LAB62;3;203;;A;Treated;Group2;No;0;6;;0;;;0;;;0;;;;;;;6;;7;;3;;;;;;;;;;;;;;;;;;
EPM25;LAB62;4;203;;A;Treated;Group2;No;0;5;;0;;;0;;;0;;;;;;;3;;5;;3;;;;;;;;;;;;;;;;;;
EPM25;LAB62;3;204;;A;Treated;Group2;No;0;12;;0;;;0;;;0;;;;;;;1;;7;;2;;;;;;;;;;;;;;;;;;
EPM25;LAB62;4;204;;A;Treated;Group2;No;1;6;;14,28571429;;;7;;;2,333333333;;;;;;;5;;11;;;;;;;;;;;;;;;;;;;;
EPM25;LAB62;1;205;;A;Treated;Group2;No;2;7;;22,22222222;;;22;;;7,333333333;;;;;;;6;;8;;1;;;;;;;;;;;;;;;;;;
EPM25;LAB62;4;205;;A;Treated;Group2;No;7;4;;63,63636364;;;136;;;45,33333333;;;;;;;4;;0;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB62;1;249;;B;Treated;Group2;No;1;7;;12,5;;;49;;;16,33333333;;;;;;;3;;1;;2;;;;;;;;;;;;;;;;;;
EPM25;LAB62;2;255;;C;Treated;Group2;No;1;8;;11,11111111;;;7;;;2,333333333;;;;;;;1;;3;;2;;;;;;;;;;;;;;;;;;
EPM25;LAB62;3;255;;C;Treated;Group2;No;1;8;;11,11111111;;;26;;;8,666666667;;;;;;;6;;4;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB62;1;256;;C;Treated;Group2;Yes, pre-defined criterion;0;4;;0;;;0;;;0;;;;;;;4;;4;;2;;;;;;;;;;;;;;;;;;
EPM25;LAB62;3;256;;C;Treated;Group2;No;1;9;;10;;;10;;;3,333333333;;;;;;;5;;4;;3;;;;;;;;;;;;;;;;;;
EPM25;LAB62;3;257;;C;Treated;Group2;No;10;2;;83,33333333;;;211;;;70,33333333;;;;;;;10;;1;;1;;;;;;;;;;;;;;;;;;
EPM25;LAB62;4;257;;C;Treated;Group2;No;0;18;;0;;;0;;;0;;;;;;;0;;4;;6;;;;;;;;;;;;;;;;;;
EPM25;LAB62;1;258;;C;Treated;Group2;No;0;8;;0;;;0;;;0;;;;;;;7;;5;;1;;;;;;;;;;;;;;;;;;
EPM25;LAB83;1;Cage#1;;A;Control;Group1;No;2;4;;33,33333333;;;42;;;14;;;;;;;7;;11;;1;;;;;;;;;;;;;;;;;;
EPM25;LAB83;3;Cage#1;;A;Control;Group1;No;4;4;;50;;;160;;;53,33333333;;;;;;;17;;5;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB83;4;Cage#1;;A;Control;Group1;No;7;5;;58,33333333;;;148;;;49,33333333;;;;;;;16;;7;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB83;37;Cage#10;;C;Control;Group1;No;3;6;;33,33333333;;;36;;;12;;;;;;;6;;10;;22;;;;;;;;;;;;;;;;;;
EPM25;LAB83;41;Cage#11;;C;Control;Group1;No;7;4;;63,63636364;;;167;;;55,66666667;;;;;;;21;;10;;16;;;;;;;;;;;;;;;;;;
EPM25;LAB83;5;Cage#2;;A;Control;Group1;No;1;3;;25;;;80;;;26,66666667;;;;;;;6;;7;;9;;;;;;;;;;;;;;;;;;
EPM25;LAB83;8;Cage#2;;A;Control;Group1;No;3;1;;75;;;116;;;38,66666667;;;;;;;11;;3;;9;;;;;;;;;;;;;;;;;;
EPM25;LAB83;10;Cage#3;;A;Control;Group1;No;1;5;;16,66666667;;;21;;;7;;;;;;;4;;11;;12;;;;;;;;;;;;;;;;;;
EPM25;LAB83;11;Cage#3;;A;Control;Group1;No;5;5;;50;;;47;;;15,66666667;;;;;;;8;;5;;21;;;;;;;;;;;;;;;;;;
EPM25;LAB83;12;Cage#3;;A;Control;Group1;No;4;2;;66,66666667;;;232;;;77,33333333;;;;;;;24;;2;;6;;;;;;;;;;;;;;;;;;
EPM25;LAB83;14;Cage#4;;A;Control;Group1;No;6;3;;66,66666667;;;245;;;81,66666667;;;;;;;25;;1;;5;;;;;;;;;;;;;;;;;;
EPM25;LAB83;15;Cage#4;;A;Control;Group1;No;8;6;;57,14285714;;;168;;;56;;;;;;;18;;8;;9;;;;;;;;;;;;;;;;;;
EPM25;LAB83;16;Cage#4;;A;Control;Group1;No;2;5;;28,57142857;;;34;;;11,33333333;;;;;;;5;;10;;12;;;;;;;;;;;;;;;;;;
EPM25;LAB83;19;Cage#5;;A;Control;Group1;No;2;6;;25;;;121;;;40,33333333;;;;;;;5;;8;;16;;;;;;;;;;;;;;;;;;
EPM25;LAB83;21;Cage#6;;B;Control;Group1;No;2;6;;25;;;120;;;40;;;;;;;6;;6;;12;;;;;;;;;;;;;;;;;;
EPM25;LAB83;27;Cage#7;;B;Control;Group1;No;9;5;;64,28571429;;;178;;;59,33333333;;;;;;;19;;14;;16;;;;;;;;;;;;;;;;;;
EPM25;LAB83;28;Cage#7;;B;Control;Group1;No;6;6;;50;;;144;;;48;;;;;;;17;;6;;13;;;;;;;;;;;;;;;;;;
EPM25;LAB83;30;Cage#8;;B;Control;Group1;No;0;3;;0;;;0;;;0;;;;;;;0;;4;;16;;;;;;;;;;;;;;;;;;
EPM25;LAB83;31;Cage#8;;B;Control;Group1;No;4;6;;40;;;135;;;45;;;;;;;18;;9;;14;;;;;;;;;;;;;;;;;;
EPM25;LAB83;33;Cage#9;;C;Control;Group1;No;5;6;;45,45454545;;;54;;;18;;;;;;;6;;18;;17;;;;;;;;;;;;;;;;;;
EPM25;LAB83;35;Cage#9;;C;Control;Group1;No;4;8;;33,33333333;;;93;;;31;;;;;;;14;;13;;18;;;;;;;;;;;;;;;;;;
EPM25;LAB83;2;Cage#1;;A;Treated;Group2;No;8;4;;66,66666667;;;186;;;62;;;;;;;16;;4;;4;;;;;;;;;;;;;;;;;;
EPM25;LAB83;36;Cage#10;;C;Treated;Group2;No;4;5;;44,44444444;;;78;;;26;;;;;;;13;;11;;14;;;;;;;;;;;;;;;;;;
EPM25;LAB83;38;Cage#10;;C;Treated;Group2;No;6;5;;54,54545455;;;161;;;53,66666667;;;;;;;22;;9;;8;;;;;;;;;;;;;;;;;;
