EXP;LAB;Animal_id;Cage_id;Litter_id;Batch_id;Group_Exp;Group;Recommend_exclusion;Entries_OpenArms;Entries_ClosedArms;Entries_Total;Perc_Entries_OpenArms;Perc_Entries_ClosedArms;Ratio_Entries_OpenArms;Time_OpenArms;Time_ClosedArms;Time_CentralArea;Perc_Time_OpenArms_total;Ratio_Time_OpenArms_total;Perc_Time_OpenArms_arms;Perc_Time_OpenArms_mixed;Perc_Time_ClosedArms_total;Perc_Time_ClosedArms_arms;Perc_Time_CentralArea_total;HeadDipping_Unprotected;HeadDipping_TotalTime;StretchAttend_Protected;Stretching_Total;Rearing;Grooming;Peeping_out;End_arm_exploration_count;Weight_dif;Tries_OpenArms;Tries_ClosedArms;Tries_Total;Distance;FST_Mobility_time;FST_Immobility_time;TST_Mobility_time;TST_Immobility_time;OR_Training_Object1;OR_Training_Object2;OR_Training_DiscriminationRatio;OR_Test_Old;OR_Test_New;OR_Test_DiscriminationRatio
EPM13;LAB11;R2;Stress 9;10;B;Treated;Group2;No;7;4;;63,63636364;36,36363636;;176;70;;;;71,54471545;;;28,45528455;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB11;R3;Stress 9;10;B;Treated;Group2;No;1;4;;20;80;;38;225;;;;14,4486692;;;85,5513308;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB11;R4;Stress 9;10;B;Treated;Group2;No;3;3;;50;50;;129;86;;;;60;;;40;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB11;R4;Stress 3;5;B;Treated;Group2;Yes, no pre-defined criterion;6;2;;75;25;;114;45;;;;71,69811321;;;28,30188679;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB11;R2;Stress 3;5;B;Treated;Group2;Yes, no pre-defined criterion;2;3;;40;60;;46;57;;;;44,66019417;;;55,33980583;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC01AFC01;MC01A;MC01A;A;Control;Group1;No;8;6;;57,14285714;42,85714286;;164;94;;;;63,56589147;;;36,43410853;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC01AFC02;MC01A;MC01A;A;Control;Group1;No;7;8;;46,66666667;53,33333333;;124;150;;;;45,25547445;;;54,74452555;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC01AFC03;MC01A;MC01A;A;Control;Group1;No;12;8;;60;40;;180;92;;;;66,17647059;;;33,82352941;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC01BFC01;MC01B;MC01B;A;Control;Group1;No;7;8;;46,66666667;53,33333333;;100;115;;;;46,51162791;;;53,48837209;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC01BFC02;MC01B;MC01B;A;Control;Group1;No;7;5;;58,33333333;41,66666667;;140;122;;;;53,4351145;;;46,5648855;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC01BFC03;MC01B;MC01B;A;Control;Group1;No;3;4;;42,85714286;57,14285714;;53;214;;;;19,85018727;;;80,14981273;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC01BFC04;MC01B;MC01B;A;Control;Group1;No;11;6;;64,70588235;35,29411765;;192;62;;;;75,59055118;;;24,40944882;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC02FC01;MC02;MC02;A;Control;Group1;No;9;4;;69,23076923;30,76923077;;193;52;;;;78,7755102;;;21,2244898;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC02FC02;MC02;MC02;A;Control;Group1;No;7;5;;58,33333333;41,66666667;;201;70;;;;74,1697417;;;25,8302583;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC02FC03;MC02;MC02;A;Control;Group1;No;10;6;;62,5;37,5;;211;65;;;;76,44927536;;;23,55072464;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC03FC01;MC03;MC03;B;Control;Group1;No;8;8;;50;50;;136;107;;;;55,96707819;;;44,03292181;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC03FC02;MC03;MC03;B;Control;Group1;No;10;9;;52,63157895;47,36842105;;127;130;;;;49,41634241;;;50,58365759;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC03FC03;MC03;MC03;B;Control;Group1;No;7;6;;53,84615385;46,15384615;;207;68;;;;75,27272727;;;24,72727273;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC03FC04;MC03;MC03;B;Control;Group1;No;9;3;;75;25;;255;28;;;;90,10600707;;;9,893992933;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC03FC05;MC03;MC03;B;Control;Group1;No;11;6;;64,70588235;35,29411765;;233;51;;;;82,04225352;;;17,95774648;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC04FC01;MC04;MC04;C;Control;Group1;No;3;3;;50;50;;51;241;;;;17,46575342;;;82,53424658;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC05AFC01;MC05A;MC05A;C;Control;Group1;No;8;6;;57,14285714;42,85714286;;213;55;;;;79,47761194;;;20,52238806;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC05AFC02;MC05A;MC05A;C;Control;Group1;No;8;6;;57,14285714;42,85714286;;208;63;;;;76,75276753;;;23,24723247;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC05AFC03;MC05A;MC05A;C;Control;Group1;No;8;3;;72,72727273;27,27272727;;260;25;;;;91,22807018;;;8,771929825;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC05AFC04;MC05A;MC05A;C;Control;Group1;No;8;5;;61,53846154;38,46153846;;215;75;;;;74,13793103;;;25,86206897;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC05AFC05;MC05A;MC05A;C;Control;Group1;No;11;7;;61,11111111;38,88888889;;216;58;;;;78,83211679;;;21,16788321;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC05BFC01;MC05B;MC05B;C;Control;Group1;No;1;5;;16,66666667;83,33333333;;29;265;;;;9,863945578;;;90,13605442;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC05BFC02;MC05B;MC05B;C;Control;Group1;No;6;6;;50;50;;149;111;;;;57,30769231;;;42,69230769;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC05BFC03;MC05B;MC05B;C;Control;Group1;No;8;6;;57,14285714;42,85714286;;211;53;;;;79,92424242;;;20,07575758;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC05BFC04;MC05B;MC05B;C;Control;Group1;No;7;8;;46,66666667;53,33333333;;194;84;;;;69,78417266;;;30,21582734;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC06AFC01;MC06A;MC06A;C;Control;Group1;No;5;5;;50;50;;168;67;;;;71,4893617;;;28,5106383;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC06AFC02;MC06A;MC06A;C;Control;Group1;No;8;8;;50;50;;170;88;;;;65,89147287;;;34,10852713;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC06AFC03;MC06A;MC06A;C;Control;Group1;No;8;5;;61,53846154;38,46153846;;206;73;;;;73,83512545;;;26,16487455;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC06BFC01;MC06B;MC06B;C;Control;Group1;No;12;6;;66,66666667;33,33333333;;206;67;;;;75,45787546;;;24,54212454;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC06BFC02;MC06B;MC06B;C;Control;Group1;No;10;5;;66,66666667;33,33333333;;234;51;;;;82,10526316;;;17,89473684;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC06BFC03;MC06B;MC06B;C;Control;Group1;No;10;9;;52,63157895;47,36842105;;190;88;;;;68,34532374;;;31,65467626;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC07AFC01;MC07A;MC07A;D;Control;Group1;No;6;8;;42,85714286;57,14285714;;137;147;;;;48,23943662;;;51,76056338;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC07AFC02;MC07A;MC07A;D;Control;Group1;No;6;10;;37,5;62,5;;146;137;;;;51,59010601;;;48,40989399;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC07AFC03;MC07A;MC07A;D;Control;Group1;No;4;4;;50;50;;129;66;;;;66,15384615;;;33,84615385;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC07BFC01;MC07B;MC07B;D;Control;Group1;No;7;7;;50;50;;182;88;;;;67,40740741;;;32,59259259;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC07BFC02;MC07B;MC07B;D;Control;Group1;No;8;10;;44,44444444;55,55555556;;180;101;;;;64,0569395;;;35,9430605;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC07BFC03;MC07B;MC07B;D;Control;Group1;No;11;5;;68,75;31,25;;244;44;;;;84,72222222;;;15,27777778;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC08AFC01;MC08A;MC08A;D;Control;Group1;No;9;5;;64,28571429;35,71428571;;243;40;;;;85,86572438;;;14,13427562;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC08AFC02;MC08A;MC08A;D;Control;Group1;No;5;5;;50;50;;230;59;;;;79,58477509;;;20,41522491;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC08AFC03;MC08A;MC08A;D;Control;Group1;No;8;4;;66,66666667;33,33333333;;215;59;;;;78,46715328;;;21,53284672;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC08BFC01;MC08B;MC08B;D;Control;Group1;No;10;5;;66,66666667;33,33333333;;242;48;;;;83,44827586;;;16,55172414;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC08BFC02;MC08B;MC08B;D;Control;Group1;No;9;6;;60;40;;179;111;;;;61,72413793;;;38,27586207;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC08BFC03;MC08B;MC08B;D;Control;Group1;No;5;3;;62,5;37,5;;231;31;;;;88,16793893;;;11,83206107;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC09AFC01;MC09A;MC09A;D;Control;Group1;No;9;8;;52,94117647;47,05882353;;191;94;;;;67,01754386;;;32,98245614;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC09AFC02;MC09A;MC09A;D;Control;Group1;No;4;4;;50;50;;104;188;;;;35,61643836;;;64,38356164;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC09AFC03;MC09A;MC09A;D;Control;Group1;No;5;5;;50;50;;161;51;;;;75,94339623;;;24,05660377;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC09AFC04;MC09A;MC09A;D;Control;Group1;No;6;7;;46,15384615;53,84615385;;150;135;;;;52,63157895;;;47,36842105;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC09AFC05;MC09A;MC09A;D;Control;Group1;No;4;2;;66,66666667;33,33333333;;225;45;;;;83,33333333;;;16,66666667;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC09BFC01;MC09B;MC09B;D;Control;Group1;No;7;5;;58,33333333;41,66666667;;183;96;;;;65,59139785;;;34,40860215;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC09BFC02;MC09B;MC09B;D;Control;Group1;No;7;6;;53,84615385;46,15384615;;107;133;;;;44,58333333;;;55,41666667;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC09BFC03;MC09B;MC09B;D;Control;Group1;No;7;5;;58,33333333;41,66666667;;194;69;;;;73,76425856;;;26,23574144;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;MC09BFC04;MC09B;MC09B;D;Control;Group1;No;9;1;;90;10;;279;9;;;;96,875;;;3,125;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME01AFE01;ME01A;ME01A;A;Treated;Group2;No;8;8;;50;50;;107;165;;;;39,33823529;;;60,66176471;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME01AFE02;ME01A;ME01A;A;Treated;Group2;No;8;6;;57,14285714;42,85714286;;180;98;;;;64,74820144;;;35,25179856;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME01AFE03;ME01A;ME01A;A;Treated;Group2;No;15;8;;65,2173913;34,7826087;;197;66;;;;74,90494297;;;25,09505703;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME01AFE04;ME01A;ME01A;A;Treated;Group2;No;9;9;;50;50;;124;155;;;;44,44444444;;;55,55555556;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME01BFE01;ME01B;ME01B;A;Treated;Group2;No;1;4;;20;80;;14;269;;;;4,946996466;;;95,05300353;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME01BFE02;ME01B;ME01B;A;Treated;Group2;No;9;3;;75;25;;271;22;;;;92,49146758;;;7,508532423;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME01BFE03;ME01B;ME01B;A;Treated;Group2;No;15;6;;71,42857143;28,57142857;;225;53;;;;80,9352518;;;19,0647482;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME01BFE04;ME01B;ME01B;A;Treated;Group2;No;6;4;;60;40;;154;94;;;;62,09677419;;;37,90322581;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME02FE01;ME02;ME02;A;Treated;Group2;No;6;5;;54,54545455;45,45454545;;216;66;;;;76,59574468;;;23,40425532;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME03AFE01;ME03A;ME03A;E;Treated;Group2;No;10;4;;71,42857143;28,57142857;;245;31;;;;88,76811594;;;11,23188406;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME03AFE02;ME03A;ME03A;E;Treated;Group2;No;9;6;;60;40;;172;75;;;;69,63562753;;;30,36437247;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME03AFE03;ME03A;ME03A;E;Treated;Group2;No;7;6;;53,84615385;46,15384615;;189;81;;;;70;;;30;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME03AFE04;ME03A;ME03A;E;Treated;Group2;No;12;7;;63,15789474;36,84210526;;192;75;;;;71,91011236;;;28,08988764;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME03BFE01;ME03B;ME03B;E;Treated;Group2;No;9;3;;75;25;;259;25;;;;91,1971831;;;8,802816901;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME03BFE02;ME03B;ME03B;E;Treated;Group2;No;1;4;;20;80;;30;213;;;;12,34567901;;;87,65432099;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME03BFE03;ME03B;ME03B;E;Treated;Group2;No;6;11;;35,29411765;64,70588235;;153;103;;;;59,765625;;;40,234375;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME04AFE01;ME04A;ME04A;E;Treated;Group2;No;4;3;;57,14285714;42,85714286;;247;49;;;;83,44594595;;;16,55405405;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME04AFE02;ME04A;ME04A;E;Treated;Group2;No;6;5;;54,54545455;45,45454545;;216;51;;;;80,8988764;;;19,1011236;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME04AFE04;ME04A;ME04A;E;Treated;Group2;No;11;5;;68,75;31,25;;215;66;;;;76,51245552;;;23,48754448;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME04BFE01;ME04B;ME04B;E;Treated;Group2;No;5;5;;50;50;;163;121;;;;57,3943662;;;42,6056338;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME04BFE02;ME04B;ME04B;E;Treated;Group2;No;10;6;;62,5;37,5;;191;75;;;;71,80451128;;;28,19548872;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME04BFE03;ME04B;ME04B;E;Treated;Group2;No;6;3;;66,66666667;33,33333333;;241;45;;;;84,26573427;;;15,73426573;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME05AFE01;ME05A;ME05A;D;Treated;Group2;No;7;4;;63,63636364;36,36363636;;232;52;;;;81,69014085;;;18,30985915;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME05AFE02;ME05A;ME05A;D;Treated;Group2;No;9;4;;69,23076923;30,76923077;;244;36;;;;87,14285714;;;12,85714286;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME05AFE03;ME05A;ME05A;D;Treated;Group2;No;5;3;;62,5;37,5;;229;58;;;;79,79094077;;;20,20905923;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME05AFE04;ME05A;ME05A;D;Treated;Group2;No;8;3;;72,72727273;27,27272727;;231;40;;;;85,2398524;;;14,7601476;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME05BFE01;ME05B;ME05B;D;Treated;Group2;No;5;8;;38,46153846;61,53846154;;135;108;;;;55,55555556;;;44,44444444;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME05BFE02;ME05B;ME05B;D;Treated;Group2;No;7;5;;58,33333333;41,66666667;;221;56;;;;79,7833935;;;20,2166065;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME05BFE03;ME05B;ME05B;D;Treated;Group2;No;9;5;;64,28571429;35,71428571;;206;69;;;;74,90909091;;;25,09090909;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME05BFE04;ME05B;ME05B;D;Treated;Group2;No;7;5;;58,33333333;41,66666667;;180;57;;;;75,94936709;;;24,05063291;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME06AFE01;ME06A;ME06A;F;Treated;Group2;No;5;8;;38,46153846;61,53846154;;123;58;;;;67,9558011;;;32,0441989;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME06AFE02;ME06A;ME06A;F;Treated;Group2;No;9;5;;64,28571429;35,71428571;;182;93;;;;66,18181818;;;33,81818182;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME06AFE03;ME06A;ME06A;F;Treated;Group2;No;7;11;;38,88888889;61,11111111;;163;103;;;;61,27819549;;;38,72180451;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME06BFE01;ME06B;ME06B;F;Treated;Group2;No;5;5;;50;50;;237;45;;;;84,04255319;;;15,95744681;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME06BFE02;ME06B;ME06B;F;Treated;Group2;No;8;6;;57,14285714;42,85714286;;175;97;;;;64,33823529;;;35,66176471;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME06BFE03;ME06B;ME06B;F;Treated;Group2;No;9;5;;64,28571429;35,71428571;;206;66;;;;75,73529412;;;24,26470588;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME07AFE01;ME07A;ME07A;G;Treated;Group2;No;9;7;;56,25;43,75;;166;100;;;;62,40601504;;;37,59398496;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME07AFE02;ME07A;ME07A;G;Treated;Group2;No;8;2;;80;20;;241;30;;;;88,9298893;;;11,0701107;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME07AFE03;ME07A;ME07A;G;Treated;Group2;No;6;7;;46,15384615;53,84615385;;128;123;;;;50,99601594;;;49,00398406;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME07AFE04;ME07A;ME07A;G;Treated;Group2;No;5;10;;33,33333333;66,66666667;;76;215;;;;26,11683849;;;73,88316151;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME07BFE01;ME07B;ME07B;G;Treated;Group2;No;6;8;;42,85714286;57,14285714;;160;110;;;;59,25925926;;;40,74074074;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME07BFE02;ME07B;ME07B;G;Treated;Group2;No;8;6;;57,14285714;42,85714286;;189;84;;;;69,23076923;;;30,76923077;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME07BFE03;ME07B;ME07B;G;Treated;Group2;No;7;9;;43,75;56,25;;126;146;;;;46,32352941;;;53,67647059;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME07BFE04;ME07B;ME07B;G;Treated;Group2;No;9;9;;50;50;;174;110;;;;61,26760563;;;38,73239437;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME08FE01;ME08;ME08;H;Treated;Group2;No;11;7;;61,11111111;38,88888889;;171;115;;;;59,79020979;;;40,20979021;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME08FE02;ME08;ME08;H;Treated;Group2;No;9;7;;56,25;43,75;;198;82;;;;70,71428571;;;29,28571429;;;;;;;;;;;;;;;;;;;;;;;;
EPM13;LAB91;ME08FE03;ME08;ME08;H;Treated;Group2;No;6;10;;37,5;62,5;;115;153;;;;42,91044776;;;57,08955224;;;;;;;;;;;;;;;;;;;;;;;;
EPM15;LAB11;R1;CX1;;A;Control;Group1;No;8;6;14;;;;109;110;;;;;;;;;;;;;;;;;;;;;;;;;;24;23;0,510638298;27;53;0,6625
EPM15;LAB11;R2;CX1;;A;Control;Group1;No;8;7;15;;;;125;113;;;;;;;;;;;;;;;;;;;;;;;;;;44;35;0,556962025;2;2;0,5
EPM15;LAB11;R3;CX1;;A;Control;Group1;No;9;9;18;;;;163;115;;;;;;;;;;;;;;;;;;;;;;;;;;30;30;0,5;22;46;0,676470588
EPM15;LAB11;R4;CX1;;A;Control;Group1;No;10;14;24;;;;168;122;;;;;;;;;;;;;;;;;;;;;;;;;;51;32;0,614457831;29;27;0,482142857
EPM15;LAB11;R1;CX15;;C;Control;Group1;No;5;8;13;;;;100;106;;;;;;;;;;;;;;;;;;;;;;;;;;21;12;0,636363636;9;15;0,625
EPM15;LAB11;R2;CX15;;C;Control;Group1;No;6;6;12;;;;131;88;;;;;;;;;;;;;;;;;;;;;;;;;;23;7;0,766666667;0;5;1
EPM15;LAB11;R3;CX15;;C;Control;Group1;No;7;3;10;;;;108;44;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;0,375;11;7;0,388888889
EPM15;LAB11;R4;CX15;;C;Control;Group1;No;5;8;13;;;;89;138;;;;;;;;;;;;;;;;;;;;;;;;;;28;19;0,595744681;8;37;0,822222222
EPM15;LAB11;R1;CX2;;A;Control;Group1;No;3;5;8;;;;51;200;;;;;;;;;;;;;;;;;;;;;;;;;;43;26;0,623188406;31;42;0,575342466
EPM15;LAB11;R2;CX2;;A;Control;Group1;No;4;7;11;;;;94;156;;;;;;;;;;;;;;;;;;;;;;;;;;32;40;0,444444444;35;48;0,578313253
EPM15;LAB11;R3;CX2;;A;Control;Group1;No;3;6;9;;;;45;150;;;;;;;;;;;;;;;;;;;;;;;;;;16;15;0,516129032;7;10;0,588235294
EPM15;LAB11;R1;CX23;;D;Control;Group1;No;8;7;15;;;;132;100;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;5;9;0,642857143
EPM15;LAB11;R2;CX23;;D;Control;Group1;No;11;9;20;;;;143;95;;;;;;;;;;;;;;;;;;;;;;;;;;28;38;0,424242424;52;56;0,518518519
EPM15;LAB11;R3;CX23;;D;Control;Group1;No;5;8;13;;;;123;90;;;;;;;;;;;;;;;;;;;;;;;;;;17;14;0,548387097;18;44;0,709677419
EPM15;LAB11;R2;CX24;;D;Control;Group1;No;1;7;8;;;;12;167;;;;;;;;;;;;;;;;;;;;;;;;;;20;14;0,588235294;10;33;0,76744186
EPM15;LAB11;R3;CX24;;D;Control;Group1;No;5;9;14;;;;102;113;;;;;;;;;;;;;;;;;;;;;;;;;;22;27;0,448979592;29;35;0,546875
EPM15;LAB11;R4;CX24;;D;Control;Group1;No;1;8;9;;;;7;190;;;;;;;;;;;;;;;;;;;;;;;;;;23;34;0,403508772;37;80;0,683760684
EPM15;LAB11;R1;CX25;;D;Control;Group1;No;3;7;10;;;;36;143;;;;;;;;;;;;;;;;;;;;;;;;;;24;18;0,571428571;26;43;0,623188406
EPM15;LAB11;R2;CX25;;D;Control;Group1;No;5;8;13;;;;89;165;;;;;;;;;;;;;;;;;;;;;;;;;;9;17;0,346153846;15;57;0,791666667
EPM15;LAB11;R1;CX6;;B;Control;Group1;No;3;6;9;;;;48;134;;;;;;;;;;;;;;;;;;;;;;;;;;14;30;0,318181818;;;
EPM15;LAB11;R2;CX6;;B;Control;Group1;No;5;8;13;;;;47;144;;;;;;;;;;;;;;;;;;;;;;;;;;30;3;0,909090909;;;
EPM15;LAB11;R1;CX9;;C;Control;Group1;No;5;8;13;;;;107;120;;;;;;;;;;;;;;;;;;;;;;;;;;13;4;0,764705882;20;27;0,574468085
EPM15;LAB11;R2;CX9;;C;Control;Group1;No;1;2;3;;;;15;254;;;;;;;;;;;;;;;;;;;;;;;;;;21;15;0,583333333;4;0;0
EPM15;LAB11;R3;CX9;;C;Control;Group1;No;4;8;12;;;;63;118;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;8;13;0,619047619
EPM15;LAB11;R4;CX9;;C;Control;Group1;No;4;9;13;;;;53;107;;;;;;;;;;;;;;;;;;;;;;;;;;16;19;0,457142857;9;23;0,71875
EPM15;LAB11;R6;CX6;;B;Control;Group1;Yes, no pre-defined criterion;8;1;9;;;;14;101;;;;;;;;;;;;;;;;;;;;;;;;;;7;11;0,388888889;0;1;1
EPM15;LAB11;R4;CX23;;D;Control;Group1;Yes, no pre-defined criterion;1;1;2;;;;23;31;;;;;;;;;;;;;;;;;;;;;;;;;;20;44;0,3125;23;67;0,744444444
EPM15;LAB11;R1;CX24;;D;Control;Group1;Yes, no pre-defined criterion;5;1;6;;;;130;24;;;;;;;;;;;;;;;;;;;;;;;;;;21;17;0,552631579;17;37;0,685185185
EPM15;LAB11;R1;CX11;;C;Treated;Group2;No;3;10;13;;;;61;128;;;;;;;;;;;;;;;;;;;;;;;;;;7;14;0,333333333;11;17;0,607142857
EPM15;LAB11;R2;CX11;;C;Treated;Group2;No;3;6;9;;;;36;220;;;;;;;;;;;;;;;;;;;;;;;;;;20;11;0,64516129;18;43;0,704918033
EPM15;LAB11;R3;CX11;;C;Treated;Group2;No;7;8;15;;;;89;91;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;0,7;0;3;1
EPM15;LAB11;R4;CX11;;C;Treated;Group2;No;6;5;11;;;;62;152;;;;;;;;;;;;;;;;;;;;;;;;;;13;4;0,764705882;4;24;0,857142857
EPM15;LAB11;R1;CX12;;C;Treated;Group2;No;1;6;7;;;;9;210;;;;;;;;;;;;;;;;;;;;;;;;;;27;25;0,519230769;18;45;0,714285714
EPM15;LAB11;R2;CX12;;C;Treated;Group2;No;4;7;11;;;;29;201;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;0,625;10;48;0,827586207
EPM15;LAB11;R3;CX12;;C;Treated;Group2;No;3;7;10;;;;34;150;;;;;;;;;;;;;;;;;;;;;;;;;;10;0;1;17;11;0,392857143
EPM15;LAB11;R4;CX12;;C;Treated;Group2;No;3;9;12;;;;41;181;;;;;;;;;;;;;;;;;;;;;;;;;;21;27;0,4375;28;36;0,5625
EPM15;LAB11;R1;CX13;;B;Treated;Group2;No;4;4;8;;;;61;135;;;;;;;;;;;;;;;;;;;;;;;;;;17;27;0,386363636;9;28;0,756756757
